AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous
Turtle,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal shell,No
Turtle,Minor mouth opening,No swelling,Normal eating,Normal movement,Normal breathing,No
Frog,Minor skin shedding,No redness,Normal eating,Normal movement,Clear eyes,No
Frog,Minor toe loss,No bleeding,Normal movement,Normal appetite,Normal drinking,No
Frog,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
Frog,Minor sneezing,No cough,Normal breathing,Normal eating,Normal movement,No
Frog,Minor skin discoloration,No lesions,Normal eating,Normal movement,Clear eyes,No
Frog,Minor skin peeling,No swelling,Normal eating,Normal movement,Normal skin,No
Frog,Minor mouth opening,No swelling,Normal eating,Normal movement,Normal breathing,No
Frog,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal skin,No
Frog,Minor mouth chewing,No swelling,No redness,Normal eating,Normal drinking,No
Frog,Minor nose dryness,No cracking,No bleeding,Normal breathing,Normal eating,No
Otter,Clear nasal discharge,Normal appetite,Active swimming,Glossy coat,Normal breathing,No
Otter,Minor sneezing,No fever,Normal play,Normal grooming,Normal eating,No
Otter,Seasonal shedding,Normal grooming,No weight loss,Normal movement,Normal drinking,No
Otter,Occasional soft stool,Normal appetite,Normal urination,Normal play,Normal sleep,No
Otter,Minor eye watering,No discharge,Normal vision,Normal eating,Normal swimming,No
Otter,Minor skin dryness,No redness,Normal coat,Normal eating,Normal grooming,No
Otter,Minor dandruff,No itching,Normal grooming,Normal activity,Normal coat,No
Otter,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Otter,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Otter,Minor limp after swimming,No swelling,No redness,Normal walking,Normal swimming,No
Binturong,Seasonal hair loss,Itchy skin,Mild sneezing,Occasional scratching,Minor dandruff,No
Binturong,Reduced appetite,Soft stool,Minor eye discharge,Intermittent limp,Chewing legs,No
Binturong,Minor tartar buildup,Frequent yawning,Low energy after play,Excessive shedding,Minor skin redness,No
Binturong,Temporary limp after running,Quick recovery,No swelling,Minor skin irritation,Normal temperature,No
Binturong,Minor ear wax build-up,Occasional head shaking,Clear nasal discharge,Frequent stretching,Healthy appetite,No
Binturong,Minor skin scaly patch,No pain,No swelling,Frequent scratching,Normal drinking,No
Binturong,Minor watery eyes,No redness,No swelling,Clear nasal discharge,Normal appetite,No
Binturong,Frequent gentle sneezing,No cough,No fever,Clear eyes,Active,No
Binturong,Minor crusty eyelashes,No matting,No inflammation,Normal playfulness,Normal eating,No
Binturong,Minor reluctance to move,No lameness,No swelling,Normal appetite,Normal drinking,No
Beaver,Frequent grooming,Minor fur matting,Occasional soft stool,No weight loss,Normal appetite,No
Beaver,Minor gingivitis,No bleeding,No swelling,Normal eating,Normal drinking,No
Beaver,Minor sneezing,No discharge,No fever,Normal play,Normal appetite,No
Beaver,Minor bad breath,No tartar,No swelling,Normal eating,Normal grooming,No
Beaver,Minor hair loss,No redness,No swelling,Normal grooming,Normal sleep,No
Beaver,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Beaver,Minor skin scaly patch,No open wound,No pain,Normal coat,Normal grooming,No
Beaver,Minor watery eyes,No discharge,No redness,Normal play,Normal eating,No
Beaver,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Beaver,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Mink,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Mink,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Mink,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Mink,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Mink,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Mink,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Mink,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Mink,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Mink,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Mink,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
White-tailed deer,Clear nasal discharge,No fever,Normal browsing,Normal drinking,Normal movement,No
White-tailed deer,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
White-tailed deer,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
White-tailed deer,Minor skin redness,Insect bite,No swelling,Normal coat,Normal eating,No
White-tailed deer,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal movement,No
White-tailed deer,Minor hair loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
White-tailed deer,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
White-tailed deer,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
White-tailed deer,Minor dandruff,No itching,No redness,Normal coat,Normal eating,No
White-tailed deer,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Mule deer,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal movement,No
Mule deer,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Mule deer,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Mule deer,Minor skin redness,Insect bite,No swelling,Normal coat,Normal eating,No
Mule deer,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal movement,No
Mule deer,Minor hair loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Mule deer,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Mule deer,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Mule deer,Minor dandruff,No itching,No redness,Normal coat,Normal eating,No
Mule deer,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Raccoon,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Raccoon,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Raccoon,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Raccoon,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Raccoon,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Raccoon,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Raccoon,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Raccoon,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Raccoon,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Raccoon,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Skunk,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Skunk,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Skunk,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Skunk,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Skunk,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Skunk,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Skunk,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Skunk,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Skunk,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Skunk,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Hedgehog,Minor quill loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Hedgehog,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Hedgehog,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Hedgehog,Minor dandruff,No itching,No redness,Normal quills,Normal eating,No
Hedgehog,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Hedgehog,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Hedgehog,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Hedgehog,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal drinking,No
Hedgehog,Minor skin redness,Insect bite,No swelling,Normal quills,Normal eating,No
Hedgehog,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Alpaca,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Alpaca,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Alpaca,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Alpaca,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Alpaca,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Alpaca,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Alpaca,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Alpaca,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Alpaca,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Alpaca,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Llama,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Llama,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Llama,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Llama,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Llama,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Llama,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Llama,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Llama,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Llama,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Llama,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Chinchilla,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Chinchilla,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Chinchilla,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Chinchilla,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Chinchilla,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Chinchilla,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Chinchilla,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Chinchilla,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Chinchilla,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Chinchilla,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Prairie dog,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Prairie dog,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Prairie dog,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Prairie dog,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Prairie dog,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Prairie dog,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Prairie dog,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Prairie dog,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Prairie dog,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Prairie dog,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Capybara,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Capybara,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Capybara,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Capybara,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Capybara,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Capybara,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Capybara,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Capybara,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Capybara,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Capybara,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Squirrel,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Squirrel,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Squirrel,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Squirrel,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Squirrel,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Squirrel,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Squirrel,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Squirrel,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Squirrel,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Squirrel,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Badger,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Badger,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Badger,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Badger,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Badger,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Badger,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Badger,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Badger,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Badger,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Badger,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Opossum,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Opossum,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Opossum,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Opossum,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Opossum,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Opossum,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Opossum,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Opossum,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Opossum,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Opossum,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Armadillo,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Armadillo,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Armadillo,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Armadillo,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Armadillo,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Armadillo,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Armadillo,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Armadillo,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Armadillo,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Armadillo,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Lemur,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Lemur,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Lemur,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Lemur,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Lemur,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Lemur,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Lemur,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Lemur,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Lemur,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Lemur,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Wallaby,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Wallaby,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Wallaby,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Wallaby,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Wallaby,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Wallaby,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Wallaby,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Wallaby,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Wallaby,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Wallaby,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Kangaroo,Minor fur loss,Seasonal shedding,No redness,Normal grooming,Normal eating,No
Kangaroo,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Kangaroo,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Kangaroo,Minor dandruff,No itching,No redness,Normal fur,Normal eating,No
Kangaroo,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Kangaroo,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal grooming,No
Kangaroo,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Kangaroo,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Kangaroo,Minor skin redness,Insect bite,No swelling,Normal fur,Normal eating,No
Kangaroo,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal grooming,No
Zebra,Seasonal hair loss,Clear nasal discharge,Normal appetite,Active grazing,Glossy coat,No
Zebra,Minor sneezing,No fever,Normal drinking,Normal movement,Normal sleep,No
Zebra,Occasional soft stool,Normal urination,Normal play,Normal eating,Normal grooming,No
Zebra,Minor eye watering,No discharge,Normal vision,Normal movement,Normal appetite,No
Zebra,Minor skin dryness,No redness,Normal coat,Normal eating,Normal grooming,No
Zebra,Minor dandruff,No itching,Normal grooming,Normal activity,Normal coat,No
Zebra,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Zebra,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Zebra,Minor limp after running,No swelling,No redness,Normal walking,Normal grazing,No
Zebra,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal coat,No
Gorilla,Minor hair loss,Normal grooming,Clear nasal discharge,Normal eating,Active play,No
Gorilla,Minor sneezing,No fever,Normal drinking,Normal movement,Normal sleep,No
Gorilla,Occasional soft stool,Normal urination,Normal play,Normal eating,Normal grooming,No
Gorilla,Minor eye watering,No discharge,Normal vision,Normal movement,Normal appetite,No
Gorilla,Minor skin dryness,No redness,Normal coat,Normal eating,Normal grooming,No
Gorilla,Minor dandruff,No itching,Normal grooming,Normal activity,Normal coat,No
Gorilla,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Gorilla,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Gorilla,Minor limp after running,No swelling,No redness,Normal walking,Normal eating,No
Gorilla,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal coat,No
Hippo,Seasonal skin peeling,Normal appetite,Normal swimming,Clear eyes,Normal breathing,No
Hippo,Minor sneezing,No fever,Normal drinking,Normal movement,Normal sleep,No
Hippo,Occasional soft stool,Normal urination,Normal play,Normal eating,Normal grooming,No
Hippo,Minor eye watering,No discharge,Normal vision,Normal movement,Normal appetite,No
Hippo,Minor skin dryness,No redness,Normal skin,Normal eating,Normal grooming,No
Hippo,Minor dandruff,No itching,Normal grooming,Normal activity,Normal skin,No
Hippo,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Hippo,Minor skin irritation,No redness,No swelling,Normal skin,Normal appetite,No
Hippo,Minor limp after swimming,No swelling,No redness,Normal walking,Normal eating,No
Hippo,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal skin,No
Monkey,Minor fur loss,Seasonal shedding,Normal grooming,Normal eating,Active play,No
Monkey,Minor sneezing,No fever,Normal drinking,Normal movement,Normal sleep,No
Monkey,Occasional soft stool,Normal urination,Normal play,Normal eating,Normal grooming,No
Monkey,Minor eye watering,No discharge,Normal vision,Normal movement,Normal appetite,No
Monkey,Minor skin dryness,No redness,Normal fur,Normal eating,Normal grooming,No
Monkey,Minor dandruff,No itching,Normal grooming,Normal activity,Normal fur,No
Monkey,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Monkey,Minor skin irritation,No redness,No swelling,Normal fur,Normal appetite,No
Monkey,Minor limp after climbing,No swelling,No redness,Normal walking,Normal eating,No
Monkey,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal fur,No
Mouse,Minor fur loss,Normal grooming,Clear nasal discharge,Normal eating,Active,No
Mouse,Minor sneezing,No fever,Normal drinking,Normal movement,Normal sleep,No
Mouse,Occasional soft stool,Normal urination,Normal play,Normal eating,Normal grooming,No
Mouse,Minor eye watering,No discharge,Normal vision,Normal movement,Normal appetite,No
Mouse,Minor skin dryness,No redness,Normal fur,Normal eating,Normal grooming,No
Mouse,Minor dandruff,No itching,Normal grooming,Normal activity,Normal fur,No
Mouse,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Mouse,Minor skin irritation,No redness,No swelling,Normal fur,Normal appetite,No
Mouse,Minor limp after running,No swelling,No redness,Normal walking,Normal eating,No
Mouse,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal fur,No
Panda,Minor fur loss,Seasonal shedding,Normal grooming,Normal eating,Active play,No
Panda,Minor sneezing,No fever,Normal drinking,Normal movement,Normal sleep,No
Panda,Occasional soft stool,Normal urination,Normal play,Normal eating,Normal grooming,No
Panda,Minor eye watering,No discharge,Normal vision,Normal movement,Normal appetite,No
Panda,Minor skin dryness,No redness,Normal fur,Normal eating,Normal grooming,No
Panda,Minor dandruff,No itching,Normal grooming,Normal activity,Normal fur,No
Panda,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Panda,Minor skin irritation,No redness,No swelling,Normal fur,Normal appetite,No
Panda,Minor limp after walking,No swelling,No redness,Normal walking,Normal eating,No
Panda,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal fur,No
Beetle,Minor wing wear,Normal movement,Normal feeding,Active,Glossy shell,No
Beetle,Minor leg twitching,No swelling,Normal walking,Normal eating,Normal shell,No
Beetle,Minor antenna twitching,No redness,Normal eating,Normal movement,Normal shell,No
Beetle,Minor shell discoloration,No lesions,Normal eating,Normal movement,Glossy shell,No
Beetle,Minor mouth cleaning,No swelling,Normal eating,Normal movement,Normal grooming,No
Beetle,Minor body twitching,No swelling,Normal movement,Normal color,Normal feeding,No
Beetle,Minor shell flaking,No pain,Normal eating,Normal movement,Glossy shell,No
Beetle,Minor eye movement,No swelling,Normal eating,Normal movement,Normal shell,No
Beetle,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal shell,No
Beetle,Minor wing vibration,No mites,Normal grooming,Normal movement,Normal shell,No
Butterfly,Minor wing wear,Normal movement,Normal feeding,Active,Colorful wings,No
Butterfly,Minor leg twitching,No swelling,Normal walking,Normal eating,Normal wings,No
Butterfly,Minor antenna twitching,No redness,Normal eating,Normal movement,Normal wings,No
Butterfly,Minor wing discoloration,No lesions,Normal eating,Normal movement,Colorful wings,No
Butterfly,Minor mouth cleaning,No swelling,Normal eating,Normal movement,Normal grooming,No
Butterfly,Minor body twitching,No swelling,Normal movement,Normal color,Normal feeding,No
Butterfly,Minor wing flaking,No pain,Normal eating,Normal movement,Colorful wings,No
Butterfly,Minor eye movement,No swelling,Normal eating,Normal movement,Normal wings,No
Butterfly,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal wings,No
Butterfly,Minor wing vibration,No mites,Normal grooming,Normal movement,Normal wings,No
Spider,Minor leg twitching,No swelling,Normal walking,Normal eating,Normal web,No
Spider,Minor web thinning,No mites,Normal web spinning,Normal movement,Normal feeding,No
Spider,Minor eye movement,No swelling,Normal eating,Normal movement,Normal web,No
Spider,Minor abdomen spots,No swelling,Normal eating,Normal movement,Normal web,No
Spider,Minor antenna twitching,No redness,Normal movement,Normal feeding,Normal grooming,No
Spider,Minor web vibration,No mites,Normal grooming,Normal movement,Normal web,No
Spider,Minor mouth cleaning,No swelling,Normal eating,Normal movement,Normal grooming,No
Spider,Minor body twitching,No swelling,Normal movement,Normal color,Normal feeding,No
Spider,Minor web flaking,No pain,Normal eating,Normal movement,Normal web,No
Spider,Minor shell scratching,No bleeding,Normal eating,Normal movement,Normal web,No
Tiger,Minor fur loss,Seasonal shedding,Normal grooming,Normal eating,Active,No
Tiger,Minor sneezing,No fever,Normal drinking,Normal movement,Normal sleep,No
Tiger,Occasional soft stool,Normal urination,Normal play,Normal eating,Normal grooming,No
Tiger,Minor eye watering,No discharge,Normal vision,Normal movement,Normal appetite,No
Tiger,Minor skin dryness,No redness,Normal fur,Normal eating,Normal grooming,No
Tiger,Minor dandruff,No itching,Normal grooming,Normal activity,Normal fur,No
Tiger,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Tiger,Minor skin irritation,No redness,No swelling,Normal fur,Normal appetite,No
Tiger,Minor limp after running,No swelling,No redness,Normal walking,Normal eating,No
Tiger,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal fur,No
Elephant,Minor skin peeling,Normal appetite,Normal walking,Clear eyes,Normal breathing,No
Elephant,Minor sneezing,No fever,Normal drinking,Normal movement,Normal sleep,No
Elephant,Occasional soft stool,Normal urination,Normal play,Normal eating,Normal grooming,No
Elephant,Minor eye watering,No discharge,Normal vision,Normal movement,Normal appetite,No
Elephant,Minor skin dryness,No redness,Normal skin,Normal eating,Normal grooming,No
Elephant,Minor dandruff,No itching,Normal grooming,Normal activity,Normal skin,No
Elephant,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Elephant,Minor skin irritation,No redness,No swelling,Normal skin,Normal appetite,No
Elephant,Minor limp after walking,No swelling,No redness,Normal walking,Normal eating,No
Elephant,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal skin,No
